Category,Latitude,Longitude,Risk_Level,Distance_km,Analysis_Date
Schools,0.728445800000031,39.17763180000003,Safe,23.11,2026-06-14
Schools,0.927418600000067,39.32964980000003,High Risk,0.0,2026-06-14
Schools,-0.446199199999967,39.65915890000008,Low Risk,2.33,2026-06-14
Schools,-0.477907199999947,39.655112700000075,Medium Risk,0.7,2026-06-14
Schools,-0.508741899999961,39.67468390000005,High Risk,0.0,2026-06-14
Schools,-0.562563,39.71174460000003,High Risk,0.04,2026-06-14
Schools,-0.608069299999954,39.778026700000055,Extreme Risk (Super El Niño),3.16,2026-06-14
Schools,0.903990700000065,39.306723100000056,Medium Risk,1.42,2026-06-14
Schools,-0.265595499999961,40.79008550000003,Safe,19.79,2026-06-14
Schools,-0.177948699999945,40.578980200000046,Safe,28.09,2026-06-14
Schools,-0.031670099999928,40.458485100000075,Safe,11.38,2026-06-14
Schools,-0.03185579999996,40.45855330000006,Safe,11.4,2026-06-14
Schools,-0.342847799999959,40.91548680000005,Safe,6.96,2026-06-14
Schools,-0.483657599999958,39.653223,High Risk,0.29,2026-06-14
Schools,-0.440799099999936,39.647855,Medium Risk,1.09,2026-06-14
Schools,0.468507600000066,39.32070780000004,Safe,9.92,2026-06-14
Schools,0.636406200000067,39.22701650000005,Safe,22.96,2026-06-14
Schools,0.66085350000003,39.01658150000003,Safe,37.02,2026-06-14
Schools,0.647866900000054,39.00915590000005,Safe,37.27,2026-06-14
Schools,0.688465800000074,39.080626100000075,Safe,32.16,2026-06-14
Schools,0.55225530000007,39.27211930000004,Safe,17.61,2026-06-14
Schools,0.574183100000027,39.321771,Safe,11.83,2026-06-14
Schools,0.585310600000071,39.361357800000064,Safe,7.41,2026-06-14
Schools,0.54001930000004,39.27660120000007,Safe,17.43,2026-06-14
Schools,0.433461600000044,39.33580120000005,Safe,6.35,2026-06-14
Schools,0.001291200000026,40.35086480000007,Low Risk,1.96,2026-06-14
Schools,-0.483533499999965,39.666569,Medium Risk,0.97,2026-06-14
Schools,-0.425803499999972,39.71435410000004,Safe,8.65,2026-06-14
Schools,-0.416795599999944,39.97975750000006,Safe,10.39,2026-06-14
Schools,0.383041400000025,39.34157630000004,Extreme Risk (Super El Niño),4.85,2026-06-14
Schools,0.351590500000043,39.35408,Safe,5.64,2026-06-14
Schools,0.358508900000061,39.18672250000003,Low Risk,2.09,2026-06-14
Schools,-0.096191099999942,40.20083120000004,Safe,5.81,2026-06-14
Health,0.14708550000006,40.33129450000007,Low Risk,2.34,2026-06-14
Health,0.116875300000061,40.318834200000026,Medium Risk,0.8,2026-06-14
Health,0.00754790000002,40.37240310000004,Medium Risk,1.36,2026-06-14
Health,0.125548200000026,40.31071410000004,Medium Risk,0.61,2026-06-14
Health,0.110331300000041,40.324371400000075,High Risk,0.5,2026-06-14
Health,-0.008218199999931,40.37622270000003,Low Risk,3.09,2026-06-14
Health,0.000664400000062,40.361293,Low Risk,1.85,2026-06-14
Health,-0.142040099999974,39.326774500000056,Medium Risk,0.79,2026-06-14
Health,-0.096762099999978,39.98585860000003,Low Risk,2.18,2026-06-14
Health,-0.014606199999946,40.25605460000003,Medium Risk,0.96,2026-06-14
Health,-0.731346199999962,39.832817300000045,High Risk,0.33,2026-06-14
Health,-0.856981,39.86797390000004,Low Risk,1.93,2026-06-14
Health,0.006813700000066,38.74050660000006,Safe,12.07,2026-06-14
Health,-1.096737599999926,39.944744900000046,Low Risk,2.21,2026-06-14
Health,-1.209647899999936,40.00361940000005,Medium Risk,1.22,2026-06-14
Health,-1.545078,40.15914380000004,Low Risk,2.47,2026-06-14
Health,0.102953700000057,40.78483430000006,Safe,19.03,2026-06-14
Health,-1.690557,40.16980140000004,Extreme Risk (Super El Niño),4.45,2026-06-14
Health,0.019650300000023,40.577430700000036,Safe,20.2,2026-06-14
Health,0.352356300000054,40.87283080000003,High Risk,0.04,2026-06-14
Health,-0.11930179999996,40.89795070000008,Safe,31.68,2026-06-14
Health,0.183518900000024,38.89634210000003,Safe,23.21,2026-06-14
Health,0.218950200000052,40.64418530000006,High Risk,0.55,2026-06-14
Health,-0.04433679999994,39.06365560000006,Extreme Risk (Super El Niño),4.04,2026-06-14
